sku_id,node_name,week,max_supply,source
Apparel_Offshore,Garment_BD,2028-W01,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W01,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W01,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W01,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W01,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W01,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W01,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W01,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W01,50000,"Dyeing tier, effectively unconstrained"
Apparel_Vertical,Trim_MA,2028-W01,50000,"Trim tier, effectively unconstrained"
Apparel_Vertical,Fabric_ES,2028-W01,50000,"Fabric supply, effectively unconstrained"
Apparel_Vertical,FG_WH_PT,2028-W01,4000,FG warehouse throughput
Apparel_Vertical,DC_US_Vertical,2028-W01,4000,US DC throughput
Apparel_Vertical,DC_JP_Vertical,2028-W01,2500,JP DC throughput
Apparel_Offshore,Garment_BD,2028-W02,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W02,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W02,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W02,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W02,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W02,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W02,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W02,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W02,50000,"Dyeing tier, effectively unconstrained"
Apparel_Vertical,Trim_MA,2028-W02,50000,"Trim tier, effectively unconstrained"
Apparel_Vertical,Fabric_ES,2028-W02,50000,"Fabric supply, effectively unconstrained"
Apparel_Vertical,FG_WH_PT,2028-W02,4000,FG warehouse throughput
Apparel_Vertical,DC_US_Vertical,2028-W02,4000,US DC throughput
Apparel_Vertical,DC_JP_Vertical,2028-W02,2500,JP DC throughput
Apparel_Offshore,Garment_BD,2028-W03,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W03,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W03,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W03,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W03,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W03,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W03,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W03,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W03,50000,"Dyeing tier, effectively unconstrained"
Apparel_Vertical,Trim_MA,2028-W03,50000,"Trim tier, effectively unconstrained"
Apparel_Vertical,Fabric_ES,2028-W03,50000,"Fabric supply, effectively unconstrained"
Apparel_Vertical,FG_WH_PT,2028-W03,4000,FG warehouse throughput
Apparel_Vertical,DC_US_Vertical,2028-W03,4000,US DC throughput
Apparel_Vertical,DC_JP_Vertical,2028-W03,2500,JP DC throughput
Apparel_Offshore,Garment_BD,2028-W04,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W04,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W04,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W04,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W04,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W04,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W04,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W04,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W04,50000,"Dyeing tier, effectively unconstrained"
Apparel_Vertical,Trim_MA,2028-W04,50000,"Trim tier, effectively unconstrained"
Apparel_Vertical,Fabric_ES,2028-W04,50000,"Fabric supply, effectively unconstrained"
Apparel_Vertical,FG_WH_PT,2028-W04,4000,FG warehouse throughput
Apparel_Vertical,DC_US_Vertical,2028-W04,4000,US DC throughput
Apparel_Vertical,DC_JP_Vertical,2028-W04,2500,JP DC throughput
Apparel_Offshore,Garment_BD,2028-W05,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W05,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W05,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W05,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W05,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W05,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W05,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W05,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W05,50000,"Dyeing tier, effectively unconstrained"
Apparel_Vertical,Trim_MA,2028-W05,50000,"Trim tier, effectively unconstrained"
Apparel_Vertical,Fabric_ES,2028-W05,50000,"Fabric supply, effectively unconstrained"
Apparel_Vertical,FG_WH_PT,2028-W05,4000,FG warehouse throughput
Apparel_Vertical,DC_US_Vertical,2028-W05,4000,US DC throughput
Apparel_Vertical,DC_JP_Vertical,2028-W05,2500,JP DC throughput
Apparel_Offshore,Garment_BD,2028-W06,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W06,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W06,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W06,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W06,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W06,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W06,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W06,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W06,50000,"Dyeing tier, effectively unconstrained"
Apparel_Vertical,Trim_MA,2028-W06,50000,"Trim tier, effectively unconstrained"
Apparel_Vertical,Fabric_ES,2028-W06,50000,"Fabric supply, effectively unconstrained"
Apparel_Vertical,FG_WH_PT,2028-W06,4000,FG warehouse throughput
Apparel_Vertical,DC_US_Vertical,2028-W06,4000,US DC throughput
Apparel_Vertical,DC_JP_Vertical,2028-W06,2500,JP DC throughput
Apparel_Offshore,Garment_BD,2028-W07,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W07,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W07,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W07,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W07,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W07,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W07,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W07,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W07,50000,"Dyeing tier, effectively unconstrained"
Apparel_Vertical,Trim_MA,2028-W07,50000,"Trim tier, effectively unconstrained"
Apparel_Vertical,Fabric_ES,2028-W07,50000,"Fabric supply, effectively unconstrained"
Apparel_Vertical,FG_WH_PT,2028-W07,4000,FG warehouse throughput
Apparel_Vertical,DC_US_Vertical,2028-W07,4000,US DC throughput
Apparel_Vertical,DC_JP_Vertical,2028-W07,2500,JP DC throughput
Apparel_Offshore,Garment_BD,2028-W08,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W08,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W08,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W08,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W08,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W08,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W08,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W08,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W08,50000,"Dyeing tier, effectively unconstrained"
Apparel_Vertical,Trim_MA,2028-W08,50000,"Trim tier, effectively unconstrained"
Apparel_Vertical,Fabric_ES,2028-W08,50000,"Fabric supply, effectively unconstrained"
Apparel_Vertical,FG_WH_PT,2028-W08,4000,FG warehouse throughput
Apparel_Vertical,DC_US_Vertical,2028-W08,4000,US DC throughput
Apparel_Vertical,DC_JP_Vertical,2028-W08,2500,JP DC throughput
Apparel_Offshore,Garment_BD,2028-W09,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W09,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W09,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W09,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W09,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W09,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W09,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W09,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W09,50000,"Dyeing tier, effectively unconstrained"
Apparel_Vertical,Trim_MA,2028-W09,50000,"Trim tier, effectively unconstrained"
Apparel_Vertical,Fabric_ES,2028-W09,50000,"Fabric supply, effectively unconstrained"
Apparel_Vertical,FG_WH_PT,2028-W09,4000,FG warehouse throughput
Apparel_Vertical,DC_US_Vertical,2028-W09,4000,US DC throughput
Apparel_Vertical,DC_JP_Vertical,2028-W09,2500,JP DC throughput
Apparel_Offshore,Garment_BD,2028-W10,3500,Garment weekly capacity
Apparel_Offshore,Dyeing_BD,2028-W10,50000,"Dyeing tier, effectively unconstrained"
Apparel_Offshore,Trim_VN,2028-W10,50000,"Trim tier, effectively unconstrained"
Apparel_Offshore,Fabric_CN,2028-W10,50000,"Fabric supply, effectively unconstrained"
Apparel_Offshore,FG_WH_BD,2028-W10,6000,FG warehouse throughput
Apparel_Offshore,DC_US_Offshore,2028-W10,5000,US DC throughput
Apparel_Offshore,DC_JP_Offshore,2028-W10,3000,JP DC throughput
Apparel_Vertical,Garment_PT,2028-W10,2000,Garment weekly capacity
Apparel_Vertical,Dyeing_PT,2028-W10,50000,"Dyeing tier, effectively unconstrained"
