sku_id,region,week,quantity
Apparel_Offshore,US,2028-W01,0
Apparel_Offshore,JP,2028-W01,0
Apparel_Vertical,US,2028-W01,0
Apparel_Vertical,JP,2028-W01,0
Apparel_Offshore,US,2028-W02,0
Apparel_Offshore,JP,2028-W02,0
Apparel_Vertical,US,2028-W02,0
Apparel_Vertical,JP,2028-W02,0
Apparel_Offshore,US,2028-W03,0
Apparel_Offshore,JP,2028-W03,0
Apparel_Vertical,US,2028-W03,0
Apparel_Vertical,JP,2028-W03,0
Apparel_Offshore,US,2028-W04,0
Apparel_Offshore,JP,2028-W04,0
Apparel_Vertical,US,2028-W04,0
Apparel_Vertical,JP,2028-W04,0
Apparel_Offshore,US,2028-W05,0
Apparel_Offshore,JP,2028-W05,0
Apparel_Vertical,US,2028-W05,150
Apparel_Vertical,JP,2028-W05,80
Apparel_Offshore,US,2028-W06,0
Apparel_Offshore,JP,2028-W06,0
Apparel_Vertical,US,2028-W06,300
Apparel_Vertical,JP,2028-W06,160
Apparel_Offshore,US,2028-W07,0
Apparel_Offshore,JP,2028-W07,30
Apparel_Vertical,US,2028-W07,450
Apparel_Vertical,JP,2028-W07,240
Apparel_Offshore,US,2028-W08,0
Apparel_Offshore,JP,2028-W08,60
Apparel_Vertical,US,2028-W08,450
Apparel_Vertical,JP,2028-W08,240
Apparel_Offshore,US,2028-W09,56
Apparel_Offshore,JP,2028-W09,90
Apparel_Vertical,US,2028-W09,450
Apparel_Vertical,JP,2028-W09,240
Apparel_Offshore,US,2028-W10,112
Apparel_Offshore,JP,2028-W10,120
Apparel_Vertical,US,2028-W10,450
Apparel_Vertical,JP,2028-W10,240
Apparel_Offshore,US,2028-W11,169
Apparel_Offshore,JP,2028-W11,150
Apparel_Vertical,US,2028-W11,450
Apparel_Vertical,JP,2028-W11,240
Apparel_Offshore,US,2028-W12,225
Apparel_Offshore,JP,2028-W12,180
Apparel_Vertical,US,2028-W12,450
Apparel_Vertical,JP,2028-W12,240
Apparel_Offshore,US,2028-W13,281
Apparel_Offshore,JP,2028-W13,210
Apparel_Vertical,US,2028-W13,450
Apparel_Vertical,JP,2028-W13,240
Apparel_Offshore,US,2028-W14,337
Apparel_Offshore,JP,2028-W14,240
Apparel_Vertical,US,2028-W14,450
