sku_id,region,week,max_supply,source
SKU-A001,APAC,2024-W01,1003,procurement
SKU-A001,APAC,2024-W02,1032,procurement
SKU-A001,APAC,2024-W03,1089,procurement
SKU-A001,APAC,2024-W04,1037,procurement
SKU-A001,APAC,2024-W05,1277,procurement
SKU-A001,APAC,2024-W06,1011,procurement
SKU-A001,APAC,2024-W07,1309,procurement
SKU-A001,APAC,2024-W08,1074,procurement
SKU-A001,APAC,2024-W09,1257,procurement
SKU-A001,APAC,2024-W10,1096,procurement
SKU-A001,APAC,2024-W11,1219,procurement
SKU-A001,APAC,2024-W12,910,procurement
SKU-A001,APAC,2024-W13,1309,procurement
SKU-A001,APAC,2024-W14,987,procurement
SKU-A001,APAC,2024-W15,918,procurement
SKU-A001,APAC,2024-W16,1312,procurement
SKU-A001,APAC,2024-W17,905,procurement
SKU-A001,APAC,2024-W18,901,procurement
SKU-A001,APAC,2024-W19,997,procurement
SKU-A001,APAC,2024-W20,1259,procurement
SKU-A001,APAC,2024-W21,1163,procurement
SKU-A001,APAC,2024-W22,993,procurement
SKU-A001,APAC,2024-W23,1097,procurement
SKU-A001,APAC,2024-W24,938,procurement
SKU-A001,APAC,2024-W25,1308,procurement
SKU-A001,APAC,2024-W26,1093,procurement
SKU-A001,EMEA,2024-W01,1171,procurement
SKU-A001,EMEA,2024-W02,1288,procurement
SKU-A001,EMEA,2024-W03,1465,procurement
SKU-A001,EMEA,2024-W04,1344,procurement
SKU-A001,EMEA,2024-W05,1373,procurement
SKU-A001,EMEA,2024-W06,1069,procurement
SKU-A001,EMEA,2024-W07,1142,procurement
SKU-A001,EMEA,2024-W08,1275,procurement
SKU-A001,EMEA,2024-W09,1448,procurement
SKU-A001,EMEA,2024-W10,1273,procurement
SKU-A001,EMEA,2024-W11,1437,procurement
SKU-A001,EMEA,2024-W12,1174,procurement
SKU-A001,EMEA,2024-W13,1454,procurement
SKU-A001,EMEA,2024-W14,1087,procurement
SKU-A001,EMEA,2024-W15,1281,procurement
SKU-A001,EMEA,2024-W16,1399,procurement
SKU-A001,EMEA,2024-W17,1109,procurement
SKU-A001,EMEA,2024-W18,1333,procurement
SKU-A001,EMEA,2024-W19,1138,procurement
SKU-A001,EMEA,2024-W20,1327,procurement
SKU-A001,EMEA,2024-W21,1387,procurement
SKU-A001,EMEA,2024-W22,1382,procurement
SKU-A001,EMEA,2024-W23,1268,procurement
SKU-A001,EMEA,2024-W24,1009,procurement
SKU-A001,EMEA,2024-W25,1252,procurement
SKU-A001,EMEA,2024-W26,1315,procurement
SKU-A001,AMER,2024-W01,971,procurement
SKU-A001,AMER,2024-W02,738,procurement
SKU-A001,AMER,2024-W03,888,procurement
SKU-A001,AMER,2024-W04,914,procurement
SKU-A001,AMER,2024-W05,893,procurement
SKU-A001,AMER,2024-W06,867,procurement
SKU-A001,AMER,2024-W07,1061,procurement
SKU-A001,AMER,2024-W08,902,procurement
SKU-A001,AMER,2024-W09,790,procurement
SKU-A001,AMER,2024-W10,798,procurement
SKU-A001,AMER,2024-W11,925,procurement
SKU-A001,AMER,2024-W12,972,procurement
SKU-A001,AMER,2024-W13,960,procurement
SKU-A001,AMER,2024-W14,1071,procurement
SKU-A001,AMER,2024-W15,1018,procurement
SKU-A001,AMER,2024-W16,904,procurement
SKU-A001,AMER,2024-W17,1037,procurement
SKU-A001,AMER,2024-W18,951,procurement
SKU-A001,AMER,2024-W19,852,procurement
SKU-A001,AMER,2024-W20,824,procurement
SKU-A001,AMER,2024-W21,1077,procurement
SKU-A001,AMER,2024-W22,836,procurement
SKU-A001,AMER,2024-W23,899,procurement
SKU-A001,AMER,2024-W24,1009,procurement
SKU-A001,AMER,2024-W25,943,procurement
SKU-A001,AMER,2024-W26,979,procurement
SKU-A002,APAC,2024-W01,1369,procurement
SKU-A002,APAC,2024-W02,1276,procurement
SKU-A002,APAC,2024-W03,1365,procurement
SKU-A002,APAC,2024-W04,1292,procurement
SKU-A002,APAC,2024-W05,1239,procurement
SKU-A002,APAC,2024-W06,1251,procurement
SKU-A002,APAC,2024-W07,1425,procurement
SKU-A002,APAC,2024-W08,1580,procurement
SKU-A002,APAC,2024-W09,1402,procurement
SKU-A002,APAC,2024-W10,1381,procurement
SKU-A002,APAC,2024-W11,1202,procurement
SKU-A002,APAC,2024-W12,1230,procurement
SKU-A002,APAC,2024-W13,1321,procurement
SKU-A002,APAC,2024-W14,1402,procurement
SKU-A002,APAC,2024-W15,1229,procurement
SKU-A002,APAC,2024-W16,1359,procurement
SKU-A002,APAC,2024-W17,1488,procurement
SKU-A002,APAC,2024-W18,1343,procurement
SKU-A002,APAC,2024-W19,1107,procurement
SKU-A002,APAC,2024-W20,1259,procurement
SKU-A002,APAC,2024-W21,1319,procurement
SKU-A002,APAC,2024-W22,1231,procurement
SKU-A002,APAC,2024-W23,1462,procurement
