node_id,product_id,profit_zone_role,country
Battery_DE,EVmaker_Local,SUPPLIER_COST_BASE,DE
Motor_DE,EVmaker_Local,SUPPLIER_COST_BASE,DE
ECU_DE,EVmaker_Local,SUPPLIER_COST_BASE,DE
Factory_Local_DE,EVmaker_Local,MOM_PLANT_PROFIT,DE
SP_EV_Local,EVmaker_Local,OPERATION_NODE_COST_BASE,DE
DC_EV_Local,EVmaker_Local,OPERATION_NODE_COST_BASE,DE
Sales_DE_BER,EVmaker_Local,OUTBOUND_CHANNEL_PROFIT,DE
Sales_DE_REG,EVmaker_Local,OUTBOUND_CHANNEL_PROFIT,DE
Sales_DE_ONL,EVmaker_Local,OUTBOUND_CHANNEL_PROFIT,DE
Battery_HU,EVmaker_Import,SUPPLIER_COST_BASE,HU
Motor_HU,EVmaker_Import,SUPPLIER_COST_BASE,HU
ECU_HU,EVmaker_Import,SUPPLIER_COST_BASE,HU
Factory_Import_HU,EVmaker_Import,MOM_PLANT_PROFIT,HU
SP_EV_Import,EVmaker_Import,OPERATION_NODE_COST_BASE,HU
DC_EV_Import,EVmaker_Import,OPERATION_NODE_COST_BASE,DE
Sales_DE_BER_i,EVmaker_Import,OUTBOUND_CHANNEL_PROFIT,DE
Sales_DE_REG_i,EVmaker_Import,OUTBOUND_CHANNEL_PROFIT,DE
Sales_DE_ONL_i,EVmaker_Import,OUTBOUND_CHANNEL_PROFIT,DE
