sku_id,region,week,quantity
OREO_JP,CVS,2026-W02,315
OREO_JP,SM,2026-W02,315
OREO_JP,EC,2026-W02,158
LUVAN_JP,CVS,2026-W02,262
LUVAN_JP,SM,2026-W02,262
LUVAN_JP,EC,2026-W02,105
OREO_JP,CVS,2026-W03,315
OREO_JP,SM,2026-W03,315
OREO_JP,EC,2026-W03,158
LUVAN_JP,CVS,2026-W03,262
LUVAN_JP,SM,2026-W03,262
LUVAN_JP,EC,2026-W03,105
OREO_JP,CVS,2026-W04,315
OREO_JP,SM,2026-W04,315
OREO_JP,EC,2026-W04,158
LUVAN_JP,CVS,2026-W04,262
LUVAN_JP,SM,2026-W04,262
LUVAN_JP,EC,2026-W04,105
OREO_JP,CVS,2026-W05,315
OREO_JP,SM,2026-W05,315
OREO_JP,EC,2026-W05,158
LUVAN_JP,CVS,2026-W05,262
LUVAN_JP,SM,2026-W05,262
LUVAN_JP,EC,2026-W05,105
OREO_JP,CVS,2026-W06,315
OREO_JP,SM,2026-W06,315
OREO_JP,EC,2026-W06,158
LUVAN_JP,CVS,2026-W06,262
LUVAN_JP,SM,2026-W06,262
LUVAN_JP,EC,2026-W06,105
OREO_JP,CVS,2026-W07,315
OREO_JP,SM,2026-W07,315
OREO_JP,EC,2026-W07,158
LUVAN_JP,CVS,2026-W07,262
LUVAN_JP,SM,2026-W07,262
LUVAN_JP,EC,2026-W07,105
OREO_JP,CVS,2026-W08,315
OREO_JP,SM,2026-W08,315
OREO_JP,EC,2026-W08,158
LUVAN_JP,CVS,2026-W08,262
LUVAN_JP,SM,2026-W08,262
LUVAN_JP,EC,2026-W08,105
OREO_JP,CVS,2026-W09,315
OREO_JP,SM,2026-W09,315
OREO_JP,EC,2026-W09,158
LUVAN_JP,CVS,2026-W09,262
LUVAN_JP,SM,2026-W09,262
LUVAN_JP,EC,2026-W09,105
OREO_JP,CVS,2026-W10,315
OREO_JP,SM,2026-W10,315
OREO_JP,EC,2026-W10,158
LUVAN_JP,CVS,2026-W10,262
LUVAN_JP,SM,2026-W10,262
LUVAN_JP,EC,2026-W10,105
OREO_JP,CVS,2026-W11,315
OREO_JP,SM,2026-W11,315
OREO_JP,EC,2026-W11,158
LUVAN_JP,CVS,2026-W11,262
LUVAN_JP,SM,2026-W11,262
LUVAN_JP,EC,2026-W11,105
OREO_JP,CVS,2026-W12,315
OREO_JP,SM,2026-W12,315
OREO_JP,EC,2026-W12,158
LUVAN_JP,CVS,2026-W12,262
LUVAN_JP,SM,2026-W12,262
LUVAN_JP,EC,2026-W12,105
OREO_JP,CVS,2026-W13,315
OREO_JP,SM,2026-W13,315
OREO_JP,EC,2026-W13,158
LUVAN_JP,CVS,2026-W13,262
LUVAN_JP,SM,2026-W13,262
LUVAN_JP,EC,2026-W13,105
OREO_JP,CVS,2026-W14,300
OREO_JP,SM,2026-W14,300
OREO_JP,EC,2026-W14,150
LUVAN_JP,CVS,2026-W14,250
LUVAN_JP,SM,2026-W14,250
LUVAN_JP,EC,2026-W14,100
OREO_JP,CVS,2026-W15,300
OREO_JP,SM,2026-W15,300
OREO_JP,EC,2026-W15,150
LUVAN_JP,CVS,2026-W15,250
LUVAN_JP,SM,2026-W15,250
LUVAN_JP,EC,2026-W15,100
OREO_JP,CVS,2026-W16,300
OREO_JP,SM,2026-W16,300
OREO_JP,EC,2026-W16,150
LUVAN_JP,CVS,2026-W16,250
