sku_id,node_name,week,max_supply,source
OREO_JP,Factory_OREO_CN,2026-W02,800,北京工場 週次能力
OREO_JP,Ingredients_CN,2026-W02,5000,原料調達 事実上無制限
OREO_JP,DC_JP_BONDED,2026-W02,900,保税倉庫 スループット上限
OREO_JP,DC_JP_MAIN,2026-W02,900,国内DC スループット上限
LUVAN_JP,Factory_LUVAN_JP,2026-W02,700,国内工場 週次能力
LUVAN_JP,Ingredients_JP,2026-W02,5000,国内原料 事実上無制限
LUVAN_JP,DC_LUVAN_JP,2026-W02,800,山崎DC スループット上限
OREO_JP,Factory_OREO_CN,2026-W03,800,北京工場 週次能力
OREO_JP,Ingredients_CN,2026-W03,5000,原料調達 事実上無制限
OREO_JP,DC_JP_BONDED,2026-W03,900,保税倉庫 スループット上限
OREO_JP,DC_JP_MAIN,2026-W03,900,国内DC スループット上限
LUVAN_JP,Factory_LUVAN_JP,2026-W03,700,国内工場 週次能力
LUVAN_JP,Ingredients_JP,2026-W03,5000,国内原料 事実上無制限
LUVAN_JP,DC_LUVAN_JP,2026-W03,800,山崎DC スループット上限
OREO_JP,Factory_OREO_CN,2026-W04,800,北京工場 週次能力
OREO_JP,Ingredients_CN,2026-W04,5000,原料調達 事実上無制限
OREO_JP,DC_JP_BONDED,2026-W04,900,保税倉庫 スループット上限
OREO_JP,DC_JP_MAIN,2026-W04,900,国内DC スループット上限
LUVAN_JP,Factory_LUVAN_JP,2026-W04,700,国内工場 週次能力
LUVAN_JP,Ingredients_JP,2026-W04,5000,国内原料 事実上無制限
LUVAN_JP,DC_LUVAN_JP,2026-W04,800,山崎DC スループット上限
OREO_JP,Factory_OREO_CN,2026-W05,800,北京工場 週次能力
OREO_JP,Ingredients_CN,2026-W05,5000,原料調達 事実上無制限
OREO_JP,DC_JP_BONDED,2026-W05,900,保税倉庫 スループット上限
OREO_JP,DC_JP_MAIN,2026-W05,900,国内DC スループット上限
LUVAN_JP,Factory_LUVAN_JP,2026-W05,700,国内工場 週次能力
LUVAN_JP,Ingredients_JP,2026-W05,5000,国内原料 事実上無制限
LUVAN_JP,DC_LUVAN_JP,2026-W05,800,山崎DC スループット上限
OREO_JP,Factory_OREO_CN,2026-W06,800,北京工場 週次能力
OREO_JP,Ingredients_CN,2026-W06,5000,原料調達 事実上無制限
OREO_JP,DC_JP_BONDED,2026-W06,900,保税倉庫 スループット上限
OREO_JP,DC_JP_MAIN,2026-W06,900,国内DC スループット上限
LUVAN_JP,Factory_LUVAN_JP,2026-W06,700,国内工場 週次能力
LUVAN_JP,Ingredients_JP,2026-W06,5000,国内原料 事実上無制限
LUVAN_JP,DC_LUVAN_JP,2026-W06,800,山崎DC スループット上限
OREO_JP,Factory_OREO_CN,2026-W07,800,北京工場 週次能力
OREO_JP,Ingredients_CN,2026-W07,5000,原料調達 事実上無制限
OREO_JP,DC_JP_BONDED,2026-W07,900,保税倉庫 スループット上限
OREO_JP,DC_JP_MAIN,2026-W07,900,国内DC スループット上限
LUVAN_JP,Factory_LUVAN_JP,2026-W07,700,国内工場 週次能力
LUVAN_JP,Ingredients_JP,2026-W07,5000,国内原料 事実上無制限
LUVAN_JP,DC_LUVAN_JP,2026-W07,800,山崎DC スループット上限
OREO_JP,Factory_OREO_CN,2026-W08,800,北京工場 週次能力
OREO_JP,Ingredients_CN,2026-W08,5000,原料調達 事実上無制限
OREO_JP,DC_JP_BONDED,2026-W08,900,保税倉庫 スループット上限
OREO_JP,DC_JP_MAIN,2026-W08,900,国内DC スループット上限
LUVAN_JP,Factory_LUVAN_JP,2026-W08,700,国内工場 週次能力
LUVAN_JP,Ingredients_JP,2026-W08,5000,国内原料 事実上無制限
LUVAN_JP,DC_LUVAN_JP,2026-W08,800,山崎DC スループット上限
OREO_JP,Factory_OREO_CN,2026-W09,800,北京工場 週次能力
OREO_JP,Ingredients_CN,2026-W09,5000,原料調達 事実上無制限
OREO_JP,DC_JP_BONDED,2026-W09,900,保税倉庫 スループット上限
