sku_id,node_name,week,max_supply,source
EVmaker_Import,Components_CN,2025-W38,500,warmup
EVmaker_Import,DC_EV_Import,2025-W38,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W38,105,warmup
EVmaker_Local,DC_EV_Local,2025-W38,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W38,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W38,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W38,3000,warmup
EVmaker_Import,Components_CN,2025-W39,500,warmup
EVmaker_Import,DC_EV_Import,2025-W39,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W39,105,warmup
EVmaker_Local,DC_EV_Local,2025-W39,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W39,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W39,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W39,3000,warmup
EVmaker_Import,Components_CN,2025-W40,500,warmup
EVmaker_Import,DC_EV_Import,2025-W40,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W40,105,warmup
EVmaker_Local,DC_EV_Local,2025-W40,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W40,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W40,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W40,3000,warmup
EVmaker_Import,Components_CN,2025-W41,500,warmup
EVmaker_Import,DC_EV_Import,2025-W41,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W41,105,warmup
EVmaker_Local,DC_EV_Local,2025-W41,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W41,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W41,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W41,3000,warmup
EVmaker_Import,Components_CN,2025-W42,500,warmup
EVmaker_Import,DC_EV_Import,2025-W42,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W42,105,warmup
EVmaker_Local,DC_EV_Local,2025-W42,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W42,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W42,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W42,3000,warmup
EVmaker_Import,Components_CN,2025-W43,500,warmup
EVmaker_Import,DC_EV_Import,2025-W43,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W43,105,warmup
EVmaker_Local,DC_EV_Local,2025-W43,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W43,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W43,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W43,3000,warmup
EVmaker_Import,Components_CN,2025-W44,500,warmup
EVmaker_Import,DC_EV_Import,2025-W44,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W44,105,warmup
EVmaker_Local,DC_EV_Local,2025-W44,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W44,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W44,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W44,3000,warmup
EVmaker_Import,Components_CN,2025-W45,500,warmup
EVmaker_Import,DC_EV_Import,2025-W45,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W45,105,warmup
EVmaker_Local,DC_EV_Local,2025-W45,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W45,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W45,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W45,3000,warmup
EVmaker_Import,Components_CN,2025-W46,500,warmup
EVmaker_Import,DC_EV_Import,2025-W46,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W46,105,warmup
EVmaker_Local,DC_EV_Local,2025-W46,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W46,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W46,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W46,3000,warmup
EVmaker_Import,Components_CN,2025-W47,500,warmup
EVmaker_Import,DC_EV_Import,2025-W47,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W47,105,warmup
EVmaker_Local,DC_EV_Local,2025-W47,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W47,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W47,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W47,3000,warmup
EVmaker_Import,Components_CN,2025-W48,500,warmup
EVmaker_Import,DC_EV_Import,2025-W48,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W48,105,warmup
EVmaker_Local,DC_EV_Local,2025-W48,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W48,2900,warmup
EVmaker_Local,Motor_Unit_Assy,2025-W48,3000,warmup
EVmaker_Local,Platform_Unit_Assy,2025-W48,3000,warmup
EVmaker_Import,Components_CN,2025-W49,500,warmup
EVmaker_Import,DC_EV_Import,2025-W49,105,warmup
EVmaker_Import,Factory_Import_CN,2025-W49,105,warmup
EVmaker_Local,DC_EV_Local,2025-W49,2900,warmup
EVmaker_Local,Factory_Local_TH,2025-W49,2900,warmup
