sku_id,node_name,week,max_supply,source
Apparel_Import_S1,Factory_Import_CN,2026-W02,15000,Factory weekly capacity (shared across seasons)
Apparel_Import_S1,Fabric_CN,2026-W02,50000,"Fabric supply, effectively unconstrained"
Apparel_Import_S1,DC_Import_Buffer,2026-W02,25000,DC throughput
Apparel_Local_S1,Factory_Local_ES,2026-W02,15000,Factory weekly capacity (shared across seasons)
Apparel_Local_S1,Fabric_ES,2026-W02,50000,"Fabric supply, effectively unconstrained"
Apparel_Local_S1,DC_Local_US,2026-W02,25000,DC throughput
Apparel_Import_S1,Factory_Import_CN,2026-W03,15000,Factory weekly capacity (shared across seasons)
Apparel_Import_S1,Fabric_CN,2026-W03,50000,"Fabric supply, effectively unconstrained"
Apparel_Import_S1,DC_Import_Buffer,2026-W03,25000,DC throughput
Apparel_Local_S1,Factory_Local_ES,2026-W03,15000,Factory weekly capacity (shared across seasons)
Apparel_Local_S1,Fabric_ES,2026-W03,50000,"Fabric supply, effectively unconstrained"
Apparel_Local_S1,DC_Local_US,2026-W03,25000,DC throughput
Apparel_Import_S1,Factory_Import_CN,2026-W04,15000,Factory weekly capacity (shared across seasons)
Apparel_Import_S1,Fabric_CN,2026-W04,50000,"Fabric supply, effectively unconstrained"
Apparel_Import_S1,DC_Import_Buffer,2026-W04,25000,DC throughput
Apparel_Local_S1,Factory_Local_ES,2026-W04,15000,Factory weekly capacity (shared across seasons)
Apparel_Local_S1,Fabric_ES,2026-W04,50000,"Fabric supply, effectively unconstrained"
Apparel_Local_S1,DC_Local_US,2026-W04,25000,DC throughput
Apparel_Import_S1,Factory_Import_CN,2026-W05,15000,Factory weekly capacity (shared across seasons)
Apparel_Import_S1,Fabric_CN,2026-W05,50000,"Fabric supply, effectively unconstrained"
Apparel_Import_S1,DC_Import_Buffer,2026-W05,25000,DC throughput
Apparel_Local_S1,Factory_Local_ES,2026-W05,15000,Factory weekly capacity (shared across seasons)
Apparel_Local_S1,Fabric_ES,2026-W05,50000,"Fabric supply, effectively unconstrained"
Apparel_Local_S1,DC_Local_US,2026-W05,25000,DC throughput
