node_id,product_id,profit_zone_role,country
Gujarat_Milk_Collective,Ghee_Domestic,SUPPLIER_COST_BASE,IN
Ghee_Plant_Anand,Ghee_Domestic,MOM_PLANT_PROFIT,IN
SP_Ghee_Domestic,Ghee_Domestic,OPERATION_NODE_COST_BASE,IN
DC_Ghee_Domestic,Ghee_Domestic,OPERATION_NODE_COST_BASE,IN
Retail_Mumbai,Ghee_Domestic,OUTBOUND_CHANNEL_PROFIT,IN
Retail_Delhi,Ghee_Domestic,OUTBOUND_CHANNEL_PROFIT,IN
Retail_Bangalore,Ghee_Domestic,OUTBOUND_CHANNEL_PROFIT,IN
Anand_Export_Route,Ghee_Export,SUPPLIER_COST_BASE,IN
Mehsana_Milk_Route,Ghee_Export,SUPPLIER_COST_BASE,IN
Ghee_Plant_Export,Ghee_Export,MOM_PLANT_PROFIT,IN
SP_Ghee_Export,Ghee_Export,OPERATION_NODE_COST_BASE,IN
DC_Ghee_Export,Ghee_Export,OPERATION_NODE_COST_BASE,IN
Retail_Dubai,Ghee_Export,OUTBOUND_CHANNEL_PROFIT,AE
Retail_AbuDhabi,Ghee_Export,OUTBOUND_CHANNEL_PROFIT,AE
Retail_Sharjah,Ghee_Export,OUTBOUND_CHANNEL_PROFIT,AE
