sku_id,region,week,quantity
Ghee_Domestic,BLR,2025-W42,0
Ghee_Domestic,DEL,2025-W42,0
Ghee_Domestic,MUM,2025-W42,0
Ghee_Export,AUH,2025-W42,0
Ghee_Export,DXB,2025-W42,0
Ghee_Export,SHJ,2025-W42,0
Ghee_Domestic,BLR,2025-W43,0
Ghee_Domestic,DEL,2025-W43,0
Ghee_Domestic,MUM,2025-W43,0
Ghee_Export,AUH,2025-W43,0
Ghee_Export,DXB,2025-W43,0
Ghee_Export,SHJ,2025-W43,0
Ghee_Domestic,BLR,2025-W44,0
Ghee_Domestic,DEL,2025-W44,0
Ghee_Domestic,MUM,2025-W44,0
Ghee_Export,AUH,2025-W44,0
Ghee_Export,DXB,2025-W44,0
Ghee_Export,SHJ,2025-W44,0
Ghee_Domestic,BLR,2025-W45,0
Ghee_Domestic,DEL,2025-W45,0
Ghee_Domestic,MUM,2025-W45,0
Ghee_Export,AUH,2025-W45,0
Ghee_Export,DXB,2025-W45,0
Ghee_Export,SHJ,2025-W45,0
Ghee_Domestic,BLR,2025-W46,0
Ghee_Domestic,DEL,2025-W46,0
Ghee_Domestic,MUM,2025-W46,0
Ghee_Export,AUH,2025-W46,0
Ghee_Export,DXB,2025-W46,0
Ghee_Export,SHJ,2025-W46,0
Ghee_Domestic,BLR,2025-W47,0
Ghee_Domestic,DEL,2025-W47,0
Ghee_Domestic,MUM,2025-W47,0
Ghee_Export,AUH,2025-W47,0
Ghee_Export,DXB,2025-W47,0
Ghee_Export,SHJ,2025-W47,0
Ghee_Domestic,BLR,2025-W48,0
Ghee_Domestic,DEL,2025-W48,0
Ghee_Domestic,MUM,2025-W48,0
Ghee_Export,AUH,2025-W48,0
Ghee_Export,DXB,2025-W48,0
Ghee_Export,SHJ,2025-W48,0
Ghee_Domestic,BLR,2025-W49,0
Ghee_Domestic,DEL,2025-W49,0
Ghee_Domestic,MUM,2025-W49,0
Ghee_Export,AUH,2025-W49,0
Ghee_Export,DXB,2025-W49,0
Ghee_Export,SHJ,2025-W49,0
Ghee_Domestic,BLR,2025-W50,0
Ghee_Domestic,DEL,2025-W50,0
Ghee_Domestic,MUM,2025-W50,0
Ghee_Export,AUH,2025-W50,0
Ghee_Export,DXB,2025-W50,0
Ghee_Export,SHJ,2025-W50,0
Ghee_Domestic,BLR,2025-W51,0
Ghee_Domestic,DEL,2025-W51,0
Ghee_Domestic,MUM,2025-W51,0
Ghee_Export,AUH,2025-W51,0
Ghee_Export,DXB,2025-W51,0
Ghee_Export,SHJ,2025-W51,0
Ghee_Domestic,BLR,2025-W52,0
Ghee_Domestic,DEL,2025-W52,0
Ghee_Domestic,MUM,2025-W52,0
Ghee_Export,AUH,2025-W52,0
Ghee_Export,DXB,2025-W52,0
Ghee_Export,SHJ,2025-W52,0
Ghee_Domestic,BLR,2026-W01,0
Ghee_Domestic,DEL,2026-W01,0
Ghee_Domestic,MUM,2026-W01,0
Ghee_Export,AUH,2026-W01,0
Ghee_Export,DXB,2026-W01,0
Ghee_Export,SHJ,2026-W01,0
Ghee_Domestic,MUM,2026-W02,180
Ghee_Domestic,DEL,2026-W02,160
Ghee_Domestic,BLR,2026-W02,110
Ghee_Export,DXB,2026-W02,110
Ghee_Export,AUH,2026-W02,80
Ghee_Export,SHJ,2026-W02,60
Ghee_Domestic,MUM,2026-W03,180
Ghee_Domestic,DEL,2026-W03,160
Ghee_Domestic,BLR,2026-W03,110
Ghee_Export,DXB,2026-W03,110
Ghee_Export,AUH,2026-W03,80
Ghee_Export,SHJ,2026-W03,60
Ghee_Domestic,MUM,2026-W04,180
Ghee_Domestic,DEL,2026-W04,160
Ghee_Domestic,BLR,2026-W04,110
Ghee_Export,DXB,2026-W04,110
Ghee_Export,AUH,2026-W04,80
Ghee_Export,SHJ,2026-W04,60
Ghee_Domestic,MUM,2026-W05,180
Ghee_Domestic,DEL,2026-W05,160
Ghee_Domestic,BLR,2026-W05,110
Ghee_Export,DXB,2026-W05,110
Ghee_Export,AUH,2026-W05,80
Ghee_Export,SHJ,2026-W05,60
Ghee_Domestic,MUM,2026-W06,180
Ghee_Domestic,DEL,2026-W06,160
Ghee_Domestic,BLR,2026-W06,110
Ghee_Export,DXB,2026-W06,110
Ghee_Export,AUH,2026-W06,80
Ghee_Export,SHJ,2026-W06,60
Ghee_Domestic,MUM,2026-W07,180
Ghee_Domestic,DEL,2026-W07,160
Ghee_Domestic,BLR,2026-W07,110
Ghee_Export,DXB,2026-W07,110
Ghee_Export,AUH,2026-W07,80
Ghee_Export,SHJ,2026-W07,60
Ghee_Domestic,MUM,2026-W08,180
Ghee_Domestic,DEL,2026-W08,160
Ghee_Domestic,BLR,2026-W08,110
Ghee_Export,DXB,2026-W08,110
Ghee_Export,AUH,2026-W08,80
Ghee_Export,SHJ,2026-W08,60
Ghee_Domestic,MUM,2026-W09,180
Ghee_Domestic,DEL,2026-W09,160
Ghee_Domestic,BLR,2026-W09,110
Ghee_Export,DXB,2026-W09,110
Ghee_Export,AUH,2026-W09,80
Ghee_Export,SHJ,2026-W09,60
Ghee_Domestic,MUM,2026-W10,180
Ghee_Domestic,DEL,2026-W10,160
Ghee_Domestic,BLR,2026-W10,110
Ghee_Export,DXB,2026-W10,110
Ghee_Export,AUH,2026-W10,80
Ghee_Export,SHJ,2026-W10,60
Ghee_Domestic,MUM,2026-W11,180
Ghee_Domestic,DEL,2026-W11,160
Ghee_Domestic,BLR,2026-W11,110
Ghee_Export,DXB,2026-W11,110
Ghee_Export,AUH,2026-W11,80
Ghee_Export,SHJ,2026-W11,60
Ghee_Domestic,MUM,2026-W12,180
Ghee_Domestic,DEL,2026-W12,160
Ghee_Domestic,BLR,2026-W12,110
Ghee_Export,DXB,2026-W12,110
Ghee_Export,AUH,2026-W12,80
Ghee_Export,SHJ,2026-W12,60
Ghee_Domestic,MUM,2026-W13,180
Ghee_Domestic,DEL,2026-W13,160
Ghee_Domestic,BLR,2026-W13,110
Ghee_Export,DXB,2026-W13,110
Ghee_Export,AUH,2026-W13,80
Ghee_Export,SHJ,2026-W13,60
Ghee_Domestic,MUM,2026-W14,180
Ghee_Domestic,DEL,2026-W14,160
Ghee_Domestic,BLR,2026-W14,110
Ghee_Export,DXB,2026-W14,110
Ghee_Export,AUH,2026-W14,80
Ghee_Export,SHJ,2026-W14,60
Ghee_Domestic,MUM,2026-W15,180
Ghee_Domestic,DEL,2026-W15,160
Ghee_Domestic,BLR,2026-W15,110
Ghee_Export,DXB,2026-W15,110
Ghee_Export,AUH,2026-W15,80
Ghee_Export,SHJ,2026-W15,60
Ghee_Domestic,MUM,2026-W16,180
Ghee_Domestic,DEL,2026-W16,160
Ghee_Domestic,BLR,2026-W16,110
Ghee_Export,DXB,2026-W16,110
Ghee_Export,AUH,2026-W16,80
Ghee_Export,SHJ,2026-W16,60
Ghee_Domestic,MUM,2026-W17,180
Ghee_Domestic,DEL,2026-W17,160
