sku_id,node_name,week,max_supply,source
Soy_Sauce,Bottling_Noda,2027-W01,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W01,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W01,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W02,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W02,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W02,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W03,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W03,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W03,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W04,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W04,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W04,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W05,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W05,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W05,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W06,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W06,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W06,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W07,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W07,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W07,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W08,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W08,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W08,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W09,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W09,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W09,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W10,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W10,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W10,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W11,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W11,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W11,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W12,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W12,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W12,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W13,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W13,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W13,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W14,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W14,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W14,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W15,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W15,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W15,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W16,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W16,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W16,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W17,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W17,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W17,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W18,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W18,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W18,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W19,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W19,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W19,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W20,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W20,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W20,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W21,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W21,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W21,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W22,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W22,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W22,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W23,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W23,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W23,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W24,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W24,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W24,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W25,1500,瓶詰 物理天井=3直21shift/週
Soy_Sauce,Brewing_Noda,2027-W25,1500,醸造 週次能力
Soy_Sauce,Materials_JP,2027-W25,50000,素材供給 実質無制約
Soy_Sauce,Bottling_Noda,2027-W26,1500,瓶詰 物理天井=3直21shift/週
