Product_name,Parent_node,Child_node,child_node_name,lot_size,leadtime,process_capa,long_vacation_weeks,LT_boat,LT_air,LT_qourier,weeks_year,SS_days,TAX_currency_condition,HS_code,customs_tariff_rate,price_elasticity,cost_standard_flag,AR_lead_time,AP_lead_time,PSI_graph_flag,buffering_stock_flag
IPHONE_NM_2028_BASE,root,supply_point,supply_point,1000,1,400000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,supply_point,MOM_final_assy_ASIA,MOM_final_assy_ASIA,1000,1,300000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,supply_point,MOM_final_assy_EURO,MOM_final_assy_EURO,1000,1,120000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,MOM_final_assy_ASIA,PAD_final_assy_ASIA,PAD_final_assy_ASIA,1000,6,300000,[],21,6,3,52,10,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,MOM_final_assy_EURO,PAD_final_assy_EURO,PAD_final_assy_EURO,1000,8,120000,[],21,8,3,52,10,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,root,supply_point,supply_point,1000,1,400000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,supply_point,MOM_final_assy_ASIA,MOM_final_assy_ASIA,1000,1,300000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,supply_point,MOM_final_assy_EURO,MOM_final_assy_EURO,1000,1,120000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,MOM_final_assy_ASIA,PAD_final_assy_ASIA,PAD_final_assy_ASIA,1000,6,300000,[],21,6,3,52,10,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,MOM_final_assy_EURO,PAD_final_assy_EURO,PAD_final_assy_EURO,1000,8,120000,[],21,8,3,52,10,profile,8517.13,0,0,0,30,45,ON,OFF
