product_name,node_name,price_sales_shipped,cost_total,profit,marketing_promotion,sales_admin_cost,SGA_total,logistics_costs,warehouse_cost,direct_materials_costs,tariff_cost,purchase_total_cost,prod_indirect_labor,prod_indirect_others,direct_labor_costs,depreciation_others,manufacturing_overhead
IPHONE_NM_2028_BASE,supply_point,969.0,823.65,145.35,0.0,9.69,9.69,9.69,0.0,678.3,0.0,687.99,16.96,12.11,77.52,19.38,48.45
IPHONE_NM_2028_BASE,DAD_FAS_AMER,969.0,794.58,174.42,0.0,29.07,29.07,58.14,19.38,658.92,29.07,765.51,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,DAD_FAS_EURO,969.0,794.58,174.42,0.0,29.07,29.07,58.14,19.38,658.92,29.07,765.51,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,DAD_FAS_APAC,969.0,794.58,174.42,0.0,29.07,29.07,58.14,19.38,658.92,29.07,765.51,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,WS_NA,969.0,852.72,116.28,0.0,19.38,19.38,48.45,38.76,736.44,9.69,833.34,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,WS_EU,969.0,852.72,116.28,0.0,19.38,19.38,48.45,38.76,736.44,9.69,833.34,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,WS_APAC,969.0,852.72,116.28,0.0,19.38,19.38,48.45,38.76,736.44,9.69,833.34,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,RT_US_ONLINE,969.0,872.1,96.9,29.07,67.83,96.9,19.38,0.0,755.82,0.0,775.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,RT_US_CARRIER,969.0,872.1,96.9,29.07,67.83,96.9,19.38,0.0,755.82,0.0,775.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,RT_DE_ONLINE,969.0,872.1,96.9,29.07,67.83,96.9,19.38,0.0,755.82,0.0,775.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,RT_UK_CARRIER,969.0,872.1,96.9,29.07,67.83,96.9,19.38,0.0,755.82,0.0,775.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,RT_JP_APPLE,969.0,872.1,96.9,29.07,67.83,96.9,19.38,0.0,755.82,0.0,775.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,RT_IN_ECOM,969.0,872.1,96.9,29.07,67.83,96.9,19.38,0.0,755.82,0.0,775.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,RT_CN_ONLINE,969.0,872.1,96.9,29.07,67.83,96.9,19.38,0.0,755.82,0.0,775.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,CS_US_PREMIUM,969.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,CS_UK_MAINSTREAM,969.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,CS_DE_PREMIUM,969.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,969.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,CS_IN_ASPIRER,969.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,CS_JP_REPLACEMENT,969.0,0.0,969.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,supply_point,1169.0,993.65,175.35,0.0,11.69,11.69,11.69,0.0,818.3,0.0,829.99,20.46,14.61,93.52,23.38,58.45
IPHONE_NM_2028_PRO,DAD_FAS_AMER,1169.0,958.58,210.42,0.0,35.07,35.07,70.14,23.38,794.92,35.07,923.51,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,DAD_FAS_EURO,1169.0,958.58,210.42,0.0,35.07,35.07,70.14,23.38,794.92,35.07,923.51,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,DAD_FAS_APAC,1169.0,958.58,210.42,0.0,35.07,35.07,70.14,23.38,794.92,35.07,923.51,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,WS_NA,1169.0,1028.72,140.28,0.0,23.38,23.38,58.45,46.76,888.44,11.69,1005.34,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,WS_EU,1169.0,1028.72,140.28,0.0,23.38,23.38,58.45,46.76,888.44,11.69,1005.34,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,WS_APAC,1169.0,1028.72,140.28,0.0,23.38,23.38,58.45,46.76,888.44,11.69,1005.34,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,RT_US_ONLINE,1169.0,1052.1,116.9,35.07,81.83,116.9,23.38,0.0,911.82,0.0,935.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,RT_US_CARRIER,1169.0,1052.1,116.9,35.07,81.83,116.9,23.38,0.0,911.82,0.0,935.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,RT_DE_ONLINE,1169.0,1052.1,116.9,35.07,81.83,116.9,23.38,0.0,911.82,0.0,935.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,RT_UK_CARRIER,1169.0,1052.1,116.9,35.07,81.83,116.9,23.38,0.0,911.82,0.0,935.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,RT_JP_APPLE,1169.0,1052.1,116.9,35.07,81.83,116.9,23.38,0.0,911.82,0.0,935.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,RT_IN_ECOM,1169.0,1052.1,116.9,35.07,81.83,116.9,23.38,0.0,911.82,0.0,935.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,RT_CN_ONLINE,1169.0,1052.1,116.9,35.07,81.83,116.9,23.38,0.0,911.82,0.0,935.2,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,CS_US_PREMIUM,1169.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,CS_UK_MAINSTREAM,1169.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,CS_DE_PREMIUM,1169.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,CS_CN_PREMIUM,1169.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,CS_IN_ASPIRER,1169.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,CS_JP_REPLACEMENT,1169.0,0.0,1169.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
