product_name,node_name,year,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
IPHONE_NM_2028_BASE,CS_US_PREMIUM,2027,0,0,0,0,0,0,0,0,0,5000,6000,7000
IPHONE_NM_2028_BASE,CS_US_PREMIUM,2028,8000,9000,10000,12000,14000,16000,22000,30000,70000,55000,42000,38000
IPHONE_NM_2028_BASE,CS_US_PREMIUM,2029,32000,30000,28000,26000,24000,22000,21000,20000,19000,18000,17000,16000
IPHONE_NM_2028_BASE,CS_US_MAINSTREAM,2027,0,0,0,0,0,0,0,0,0,4000,5000,6000
IPHONE_NM_2028_BASE,CS_US_MAINSTREAM,2028,7000,8000,9000,11000,13000,15000,20000,26000,60000,62000,54000,50000
IPHONE_NM_2028_BASE,CS_US_MAINSTREAM,2029,45000,43000,41000,39000,37000,35000,33000,32000,31000,30000,29000,28000
IPHONE_NM_2028_BASE,CS_DE_PREMIUM,2027,0,0,0,0,0,0,0,0,0,2000,2500,3000
IPHONE_NM_2028_BASE,CS_DE_PREMIUM,2028,3500,3800,4200,4600,5200,5800,7000,9000,20000,17000,14000,13000
IPHONE_NM_2028_BASE,CS_DE_PREMIUM,2029,12000,11500,11000,10500,10000,9500,9000,8800,8600,8400,8200,8000
IPHONE_NM_2028_BASE,CS_UK_MAINSTREAM,2027,0,0,0,0,0,0,0,0,0,1800,2200,2600
IPHONE_NM_2028_BASE,CS_UK_MAINSTREAM,2028,3000,3400,3800,4200,4800,5400,6500,8200,18000,17500,15000,14000
IPHONE_NM_2028_BASE,CS_UK_MAINSTREAM,2029,13000,12600,12200,11800,11400,11000,10600,10200,9800,9400,9000,8600
IPHONE_NM_2028_BASE,CS_JP_REPLACEMENT,2027,0,0,0,0,0,0,0,0,0,1500,1800,2200
IPHONE_NM_2028_BASE,CS_JP_REPLACEMENT,2028,2600,2800,3000,3400,3800,4200,5000,6500,15000,14000,13000,12500
IPHONE_NM_2028_BASE,CS_JP_REPLACEMENT,2029,12000,11800,11600,11400,11200,11000,10800,10600,10400,10200,10000,9800
IPHONE_NM_2028_BASE,CS_IN_ASPIRER,2027,0,0,0,0,0,0,0,0,0,2200,2600,3200
IPHONE_NM_2028_BASE,CS_IN_ASPIRER,2028,4000,4500,5000,5800,6600,7600,9000,12000,24000,23000,21000,19000
IPHONE_NM_2028_BASE,CS_IN_ASPIRER,2029,18000,17500,17000,16500,16000,15500,15000,14500,14000,13500,13000,12500
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2027,0,0,0,0,0,0,0,0,0,3500,4200,5000
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2028,6000,7000,8000,10000,12000,14500,18000,24000,52000,48000,43000,39000
IPHONE_NM_2028_BASE,CS_CN_PREMIUM,2029,36000,34000,32000,30000,28000,26000,25000,24000,23000,22000,21000,20000
IPHONE_NM_2028_PRO,CS_US_PREMIUM,2027,0,0,0,0,0,0,0,0,0,1500,2000,2500
IPHONE_NM_2028_PRO,CS_US_PREMIUM,2028,3000,3500,4000,5000,6500,8000,11000,16000,40000,30000,24000,22000
IPHONE_NM_2028_PRO,CS_US_PREMIUM,2029,19000,18000,17000,16000,15000,14500,14000,13500,13000,12500,12000,11500
IPHONE_NM_2028_PRO,CS_US_MAINSTREAM,2027,0,0,0,0,0,0,0,0,0,1200,1500,1800
IPHONE_NM_2028_PRO,CS_US_MAINSTREAM,2028,2200,2600,3000,3800,4500,5200,7000,9500,24000,25000,22000,20000
IPHONE_NM_2028_PRO,CS_US_MAINSTREAM,2029,18000,17000,16000,15000,14500,14000,13500,13000,12500,12000,11500,11000
IPHONE_NM_2028_PRO,CS_DE_PREMIUM,2027,0,0,0,0,0,0,0,0,0,700,900,1100
IPHONE_NM_2028_PRO,CS_DE_PREMIUM,2028,1300,1500,1800,2200,2700,3200,4200,5800,14000,11500,9800,9000
IPHONE_NM_2028_PRO,CS_DE_PREMIUM,2029,8500,8200,7900,7600,7300,7000,6700,6500,6300,6100,5900,5700
IPHONE_NM_2028_PRO,CS_UK_MAINSTREAM,2027,0,0,0,0,0,0,0,0,0,600,800,1000
IPHONE_NM_2028_PRO,CS_UK_MAINSTREAM,2028,1100,1300,1500,1900,2300,2700,3600,4900,12000,11800,10200,9400
IPHONE_NM_2028_PRO,CS_UK_MAINSTREAM,2029,9000,8700,8400,8100,7800,7500,7200,6900,6600,6300,6000,5700
IPHONE_NM_2028_PRO,CS_JP_REPLACEMENT,2027,0,0,0,0,0,0,0,0,0,500,700,900
IPHONE_NM_2028_PRO,CS_JP_REPLACEMENT,2028,1000,1200,1400,1700,2100,2500,3200,4300,10500,9800,9000,8600
IPHONE_NM_2028_PRO,CS_JP_REPLACEMENT,2029,8200,8000,7800,7600,7400,7200,7000,6800,6600,6400,6200,6000
IPHONE_NM_2028_PRO,CS_IN_ASPIRER,2027,0,0,0,0,0,0,0,0,0,900,1100,1400
IPHONE_NM_2028_PRO,CS_IN_ASPIRER,2028,1600,1900,2200,2700,3300,3900,5000,6800,15000,14500,13200,12000
IPHONE_NM_2028_PRO,CS_IN_ASPIRER,2029,11500,11100,10700,10300,9900,9500,9100,8700,8300,7900,7500,7100
IPHONE_NM_2028_PRO,CS_CN_PREMIUM,2027,0,0,0,0,0,0,0,0,0,1200,1500,1900
IPHONE_NM_2028_PRO,CS_CN_PREMIUM,2028,2200,2600,3000,3800,4700,5800,7600,10500,26000,24000,21500,19500
IPHONE_NM_2028_PRO,CS_CN_PREMIUM,2029,18500,17600,16700,15800,14900,14000,13400,12800,12200,11600,11000,10400
