product_name,node_name,year,m1,m2,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12
IPHONE_NM_2028_BASE,MOM_final_assy_ASIA,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,MOM_final_assy_EURO,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,MOM_final_assy_ASIA,2028,0.0,0.0,0.0,0.0,14.0,42.0,84.0,126.0,140.0,140.0,140.0,133.0
IPHONE_NM_2028_BASE,MOM_final_assy_EURO,2028,0.0,0.0,0.0,0.0,0.0,3.5,10.5,17.5,21.0,21.0,21.0,17.5
IPHONE_NM_2028_BASE,MOM_final_assy_ASIA,2029,28.0,28.0,24.5,17.5,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_BASE,MOM_final_assy_EURO,2029,5.6,5.6,4.2,2.8,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,MOM_final_assy_ASIA,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,MOM_final_assy_EURO,2027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,MOM_final_assy_ASIA,2028,0.0,0.0,0.0,0.0,6.0,18.0,36.0,54.0,60.0,60.0,60.0,57.0
IPHONE_NM_2028_PRO,MOM_final_assy_EURO,2028,0.0,0.0,0.0,0.0,0.0,1.5,4.5,7.5,9.0,9.0,9.0,7.5
IPHONE_NM_2028_PRO,MOM_final_assy_ASIA,2029,12.0,12.0,10.5,7.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IPHONE_NM_2028_PRO,MOM_final_assy_EURO,2029,2.4,2.4,1.8,1.2,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
