Product_name,Parent_node,Child_node,child_node_name,lot_size,leadtime,process_capa,long_vacation_weeks,LT_boat,LT_air,LT_qourier,weeks_year,SS_days,TAX_currency_condition,HS_code,customs_tariff_rate,price_elasticity,cost_standard_flag,AR_lead_time,AP_lead_time,PSI_graph_flag,buffering_stock_flag
IPHONE_NM_2028_BASE,root,supply_point,supply_point,1000,1,400000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,supply_point,DAD_FAS_AMER,DAD_FAS_AMER,1000,1,220000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,supply_point,DAD_FAS_EURO,DAD_FAS_EURO,1000,1,160000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,supply_point,DAD_FAS_APAC,DAD_FAS_APAC,1000,1,260000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,DAD_FAS_AMER,WS_NA,WS_NA,1000,5,220000,[],21,5,3,52,14,profile,8517.13,0,0,0,30,45,ON,ON
IPHONE_NM_2028_BASE,DAD_FAS_EURO,WS_EU,WS_EU,1000,6,160000,[],21,6,3,52,14,profile,8517.13,0,0,0,30,45,ON,ON
IPHONE_NM_2028_BASE,DAD_FAS_APAC,WS_APAC,WS_APAC,1000,4,260000,[],21,4,3,52,14,profile,8517.13,0,0,0,30,45,ON,ON
IPHONE_NM_2028_BASE,WS_NA,RT_US_ONLINE,RT_US_ONLINE,1000,2,150000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,WS_NA,RT_US_CARRIER,RT_US_CARRIER,1000,2,140000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,WS_EU,RT_DE_ONLINE,RT_DE_ONLINE,1000,2,90000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,WS_EU,RT_UK_CARRIER,RT_UK_CARRIER,1000,2,80000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,WS_APAC,RT_JP_APPLE,RT_JP_APPLE,1000,2,70000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,WS_APAC,RT_IN_ECOM,RT_IN_ECOM,1000,2,95000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,WS_APAC,RT_CN_ONLINE,RT_CN_ONLINE,1000,2,110000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,RT_US_ONLINE,CS_US_PREMIUM,CS_US_PREMIUM,1000,1,90000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,RT_US_CARRIER,CS_US_MAINSTREAM,CS_US_MAINSTREAM,1000,1,85000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,RT_DE_ONLINE,CS_DE_PREMIUM,CS_DE_PREMIUM,1000,1,60000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,RT_UK_CARRIER,CS_UK_MAINSTREAM,CS_UK_MAINSTREAM,1000,1,55000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,RT_JP_APPLE,CS_JP_REPLACEMENT,CS_JP_REPLACEMENT,1000,1,50000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,RT_IN_ECOM,CS_IN_ASPIRER,CS_IN_ASPIRER,1000,1,70000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_BASE,RT_CN_ONLINE,CS_CN_PREMIUM,CS_CN_PREMIUM,1000,1,80000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,root,supply_point,supply_point,1000,1,400000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,supply_point,DAD_FAS_AMER,DAD_FAS_AMER,1000,1,220000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,supply_point,DAD_FAS_EURO,DAD_FAS_EURO,1000,1,160000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,supply_point,DAD_FAS_APAC,DAD_FAS_APAC,1000,1,260000,[],21,1,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,DAD_FAS_AMER,WS_NA,WS_NA,1000,5,220000,[],21,5,3,52,14,profile,8517.13,0,0,0,30,45,ON,ON
IPHONE_NM_2028_PRO,DAD_FAS_EURO,WS_EU,WS_EU,1000,6,160000,[],21,6,3,52,14,profile,8517.13,0,0,0,30,45,ON,ON
IPHONE_NM_2028_PRO,DAD_FAS_APAC,WS_APAC,WS_APAC,1000,4,260000,[],21,4,3,52,14,profile,8517.13,0,0,0,30,45,ON,ON
IPHONE_NM_2028_PRO,WS_NA,RT_US_ONLINE,RT_US_ONLINE,1000,2,150000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,WS_NA,RT_US_CARRIER,RT_US_CARRIER,1000,2,140000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,WS_EU,RT_DE_ONLINE,RT_DE_ONLINE,1000,2,90000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,WS_EU,RT_UK_CARRIER,RT_UK_CARRIER,1000,2,80000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,WS_APAC,RT_JP_APPLE,RT_JP_APPLE,1000,2,70000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,WS_APAC,RT_IN_ECOM,RT_IN_ECOM,1000,2,95000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,WS_APAC,RT_CN_ONLINE,RT_CN_ONLINE,1000,2,110000,[],21,2,3,52,7,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,RT_US_ONLINE,CS_US_PREMIUM,CS_US_PREMIUM,1000,1,90000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,RT_US_CARRIER,CS_US_MAINSTREAM,CS_US_MAINSTREAM,1000,1,85000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,RT_DE_ONLINE,CS_DE_PREMIUM,CS_DE_PREMIUM,1000,1,60000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
IPHONE_NM_2028_PRO,RT_UK_CARRIER,CS_UK_MAINSTREAM,CS_UK_MAINSTREAM,1000,1,55000,[],21,1,3,52,0,profile,8517.13,0,0,0,30,45,ON,OFF
