week,currency,base_currency,rate
2026-W01,USD,USD,1.0
2026-W02,USD,USD,1.0
2026-W03,USD,USD,1.0
2026-W04,USD,USD,1.0
2026-W05,USD,USD,1.0
2026-W06,USD,USD,1.0
2026-W07,USD,USD,1.0
2026-W08,USD,USD,1.0
2026-W09,USD,USD,1.0
2026-W10,USD,USD,1.0
2026-W11,USD,USD,1.0
2026-W12,USD,USD,1.0
2026-W13,USD,USD,1.0
2026-W14,USD,USD,1.0
2026-W15,USD,USD,1.0
2026-W16,USD,USD,1.0
2026-W17,USD,USD,1.0
2026-W18,USD,USD,1.0
2026-W19,USD,USD,1.0
2026-W20,USD,USD,1.0
2026-W21,USD,USD,1.0
2026-W22,USD,USD,1.0
2026-W23,USD,USD,1.0
2026-W24,USD,USD,1.0
2026-W25,USD,USD,1.0
2026-W26,USD,USD,1.0
2026-W27,USD,USD,1.0
2026-W28,USD,USD,1.0
2026-W29,USD,USD,1.0
2026-W30,USD,USD,1.0
2026-W31,USD,USD,1.0
2026-W32,USD,USD,1.0
2026-W33,USD,USD,1.0
2026-W34,USD,USD,1.0
2026-W35,USD,USD,1.0
2026-W36,USD,USD,1.0
2026-W37,USD,USD,1.0
2026-W38,USD,USD,1.0
2026-W39,USD,USD,1.0
2026-W40,USD,USD,1.0
2026-W41,USD,USD,1.0
2026-W42,USD,USD,1.0
2026-W43,USD,USD,1.0
2026-W44,USD,USD,1.0
2026-W45,USD,USD,1.0
2026-W46,USD,USD,1.0
2026-W47,USD,USD,1.0
2026-W48,USD,USD,1.0
2026-W49,USD,USD,1.0
2026-W50,USD,USD,1.0
2026-W51,USD,USD,1.0
2026-W52,USD,USD,1.0
2026-W53,USD,USD,1.0
2027-W01,USD,USD,1.0
2027-W02,USD,USD,1.0
2027-W03,USD,USD,1.0
2027-W04,USD,USD,1.0
2027-W05,USD,USD,1.0
2027-W06,USD,USD,1.0
2027-W07,USD,USD,1.0
2027-W08,USD,USD,1.0
2027-W09,USD,USD,1.0
2027-W10,USD,USD,1.0
2027-W11,USD,USD,1.0
2027-W12,USD,USD,1.0
2027-W13,USD,USD,1.0
2027-W14,USD,USD,1.0
2027-W15,USD,USD,1.0
2027-W16,USD,USD,1.0
2027-W17,USD,USD,1.0
2027-W18,USD,USD,1.0
2027-W19,USD,USD,1.0
2027-W20,USD,USD,1.0
2027-W21,USD,USD,1.0
2027-W22,USD,USD,1.0
2027-W23,USD,USD,1.0
2027-W24,USD,USD,1.0
2027-W25,USD,USD,1.0
2027-W26,USD,USD,1.0
2027-W27,USD,USD,1.0
2027-W28,USD,USD,1.0
2027-W29,USD,USD,1.0
2027-W30,USD,USD,1.0
2027-W31,USD,USD,1.0
2027-W32,USD,USD,1.0
2027-W33,USD,USD,1.0
2027-W34,USD,USD,1.0
2027-W35,USD,USD,1.0
2027-W36,USD,USD,1.0
2027-W37,USD,USD,1.0
2027-W38,USD,USD,1.0
2027-W39,USD,USD,1.0
2027-W40,USD,USD,1.0
2027-W41,USD,USD,1.0
2027-W42,USD,USD,1.0
2027-W43,USD,USD,1.0
2027-W44,USD,USD,1.0
2027-W45,USD,USD,1.0
2027-W46,USD,USD,1.0
2027-W47,USD,USD,1.0
2027-W48,USD,USD,1.0
2027-W49,USD,USD,1.0
2027-W50,USD,USD,1.0
2027-W51,USD,USD,1.0
2027-W52,USD,USD,1.0
2028-W01,USD,USD,1.0
2028-W02,USD,USD,1.0
2028-W03,USD,USD,1.0
2028-W04,USD,USD,1.0
2028-W05,USD,USD,1.0
2028-W06,USD,USD,1.0
2028-W07,USD,USD,1.0
2028-W08,USD,USD,1.0
2028-W09,USD,USD,1.0
2028-W10,USD,USD,1.0
2028-W11,USD,USD,1.0
2028-W12,USD,USD,1.0
2028-W13,USD,USD,1.0
2028-W14,USD,USD,1.0
2028-W15,USD,USD,1.0
2028-W16,USD,USD,1.0
2028-W17,USD,USD,1.0
2028-W18,USD,USD,1.0
2028-W19,USD,USD,1.0
2028-W20,USD,USD,1.0
2028-W21,USD,USD,1.0
2028-W22,USD,USD,1.0
2028-W23,USD,USD,1.0
2028-W24,USD,USD,1.0
2028-W25,USD,USD,1.0
2028-W26,USD,USD,1.0
2028-W27,USD,USD,1.0
2028-W28,USD,USD,1.0
2028-W29,USD,USD,1.0
2028-W30,USD,USD,1.0
2028-W31,USD,USD,1.0
2028-W32,USD,USD,1.0
2028-W33,USD,USD,1.0
2028-W34,USD,USD,1.0
2028-W35,USD,USD,1.0
2028-W36,USD,USD,1.0
2028-W37,USD,USD,1.0
2028-W38,USD,USD,1.0
2028-W39,USD,USD,1.0
2028-W40,USD,USD,1.0
2028-W41,USD,USD,1.0
2028-W42,USD,USD,1.0
2028-W43,USD,USD,1.0
2028-W44,USD,USD,1.0
2028-W45,USD,USD,1.0
2028-W46,USD,USD,1.0
2028-W47,USD,USD,1.0
2028-W48,USD,USD,1.0
2028-W49,USD,USD,1.0
2028-W50,USD,USD,1.0
2028-W51,USD,USD,1.0
2028-W52,USD,USD,1.0
2029-W01,USD,USD,1.0
2029-W02,USD,USD,1.0
2029-W03,USD,USD,1.0
2029-W04,USD,USD,1.0
2029-W05,USD,USD,1.0
2029-W06,USD,USD,1.0
2029-W07,USD,USD,1.0
2029-W08,USD,USD,1.0
2029-W09,USD,USD,1.0
2029-W10,USD,USD,1.0
2029-W11,USD,USD,1.0
2029-W12,USD,USD,1.0
2029-W13,USD,USD,1.0
2029-W14,USD,USD,1.0
2029-W15,USD,USD,1.0
2029-W16,USD,USD,1.0
2029-W17,USD,USD,1.0
2029-W18,USD,USD,1.0
2029-W19,USD,USD,1.0
2029-W20,USD,USD,1.0
2029-W21,USD,USD,1.0
2029-W22,USD,USD,1.0
2029-W23,USD,USD,1.0
2029-W24,USD,USD,1.0
2029-W25,USD,USD,1.0
2029-W26,USD,USD,1.0
2029-W27,USD,USD,1.0
2029-W28,USD,USD,1.0
2029-W29,USD,USD,1.0
2029-W30,USD,USD,1.0
2029-W31,USD,USD,1.0
2029-W32,USD,USD,1.0
2029-W33,USD,USD,1.0
2029-W34,USD,USD,1.0
2029-W35,USD,USD,1.0
2029-W36,USD,USD,1.0
2029-W37,USD,USD,1.0
2029-W38,USD,USD,1.0
2029-W39,USD,USD,1.0
2029-W40,USD,USD,1.0
2029-W41,USD,USD,1.0
2029-W42,USD,USD,1.0
2029-W43,USD,USD,1.0
2029-W44,USD,USD,1.0
2029-W45,USD,USD,1.0
2029-W46,USD,USD,1.0
2029-W47,USD,USD,1.0
2029-W48,USD,USD,1.0
2029-W49,USD,USD,1.0
2029-W50,USD,USD,1.0
2029-W51,USD,USD,1.0
2029-W52,USD,USD,1.0
2030-W01,USD,USD,1.0
2030-W02,USD,USD,1.0
2030-W03,USD,USD,1.0
2030-W04,USD,USD,1.0
2030-W05,USD,USD,1.0
2030-W06,USD,USD,1.0
2030-W07,USD,USD,1.0
2030-W08,USD,USD,1.0
2030-W09,USD,USD,1.0
2030-W10,USD,USD,1.0
2030-W11,USD,USD,1.0
2030-W12,USD,USD,1.0
2030-W13,USD,USD,1.0
2030-W14,USD,USD,1.0
2030-W15,USD,USD,1.0
2030-W16,USD,USD,1.0
2030-W17,USD,USD,1.0
2030-W18,USD,USD,1.0
2030-W19,USD,USD,1.0
2030-W20,USD,USD,1.0
2030-W21,USD,USD,1.0
2030-W22,USD,USD,1.0
2030-W23,USD,USD,1.0
2030-W24,USD,USD,1.0
2030-W25,USD,USD,1.0
2030-W26,USD,USD,1.0
2030-W27,USD,USD,1.0
2030-W28,USD,USD,1.0
2030-W29,USD,USD,1.0
2030-W30,USD,USD,1.0
2030-W31,USD,USD,1.0
2030-W32,USD,USD,1.0
2030-W33,USD,USD,1.0
2030-W34,USD,USD,1.0
2030-W35,USD,USD,1.0
2030-W36,USD,USD,1.0
2030-W37,USD,USD,1.0
2030-W38,USD,USD,1.0
2030-W39,USD,USD,1.0
2030-W40,USD,USD,1.0
2030-W41,USD,USD,1.0
2030-W42,USD,USD,1.0
2030-W43,USD,USD,1.0
2030-W44,USD,USD,1.0
2030-W45,USD,USD,1.0
2030-W46,USD,USD,1.0
2030-W47,USD,USD,1.0
2030-W48,USD,USD,1.0
2030-W49,USD,USD,1.0
2030-W50,USD,USD,1.0
2030-W51,USD,USD,1.0
2030-W52,USD,USD,1.0
