sku_id,region,week,quantity
iPhone16,AMER,2027-W01,900
iPhone16,AMER,2027-W02,900
iPhone16,AMER,2027-W03,900
iPhone16,AMER,2027-W04,900
iPhone16,AMER,2027-W05,900
iPhone16,AMER,2027-W06,900
iPhone16,AMER,2027-W07,900
iPhone16,AMER,2027-W08,900
iPhone16,AMER,2027-W09,500
iPhone16,AMER,2027-W10,500
iPhone16,AMER,2027-W11,500
iPhone16,AMER,2027-W12,500
iPhone16,AMER,2027-W13,500
iPhone16,AMER,2027-W14,500
iPhone16,AMER,2027-W15,500
iPhone16,AMER,2027-W16,500
iPhone16,AMER,2027-W17,500
iPhone16,AMER,2027-W18,500
iPhone16,AMER,2027-W19,500
iPhone16,AMER,2027-W20,500
iPhone16,AMER,2027-W21,500
iPhone16,AMER,2027-W22,500
iPhone16,AMER,2027-W23,500
iPhone16,AMER,2027-W24,500
iPhone16,AMER,2027-W25,500
iPhone16,AMER,2027-W26,500
iPhone16,AMER,2027-W27,500
iPhone16,AMER,2027-W28,500
iPhone16,AMER,2027-W29,500
iPhone16,AMER,2027-W30,500
iPhone16,AMER,2027-W31,500
iPhone16,AMER,2027-W32,500
iPhone16,AMER,2027-W33,500
iPhone16,AMER,2027-W34,500
iPhone16,AMER,2027-W35,500
iPhone16,AMER,2027-W36,500
iPhone16,AMER,2027-W37,500
iPhone16,AMER,2027-W38,500
iPhone16,AMER,2027-W39,500
iPhone16,AMER,2027-W40,500
iPhone16,AMER,2027-W41,500
iPhone16,AMER,2027-W42,500
iPhone16,AMER,2027-W43,500
iPhone16,AMER,2027-W44,500
iPhone16,AMER,2027-W45,500
iPhone16,AMER,2027-W46,500
iPhone16,AMER,2027-W47,650
iPhone16,AMER,2027-W48,650
iPhone16,AMER,2027-W49,650
iPhone16,AMER,2027-W50,650
iPhone16,AMER,2027-W51,650
iPhone16,AMER,2027-W52,650
iPhone16,EMEA,2027-W01,630
iPhone16,EMEA,2027-W02,630
iPhone16,EMEA,2027-W03,630
iPhone16,EMEA,2027-W04,630
iPhone16,EMEA,2027-W05,630
iPhone16,EMEA,2027-W06,630
iPhone16,EMEA,2027-W07,630
iPhone16,EMEA,2027-W08,630
iPhone16,EMEA,2027-W09,350
iPhone16,EMEA,2027-W10,350
iPhone16,EMEA,2027-W11,350
iPhone16,EMEA,2027-W12,350
iPhone16,EMEA,2027-W13,350
iPhone16,EMEA,2027-W14,350
iPhone16,EMEA,2027-W15,350
iPhone16,EMEA,2027-W16,350
iPhone16,EMEA,2027-W17,350
iPhone16,EMEA,2027-W18,350
iPhone16,EMEA,2027-W19,350
iPhone16,EMEA,2027-W20,350
iPhone16,EMEA,2027-W21,350
iPhone16,EMEA,2027-W22,350
iPhone16,EMEA,2027-W23,350
iPhone16,EMEA,2027-W24,350
iPhone16,EMEA,2027-W25,350
iPhone16,EMEA,2027-W26,350
iPhone16,EMEA,2027-W27,350
iPhone16,EMEA,2027-W28,350
iPhone16,EMEA,2027-W29,350
iPhone16,EMEA,2027-W30,350
iPhone16,EMEA,2027-W31,350
iPhone16,EMEA,2027-W32,350
iPhone16,EMEA,2027-W33,350
iPhone16,EMEA,2027-W34,350
iPhone16,EMEA,2027-W35,350
iPhone16,EMEA,2027-W36,350
iPhone16,EMEA,2027-W37,350
iPhone16,EMEA,2027-W38,350
iPhone16,EMEA,2027-W39,350
iPhone16,EMEA,2027-W40,350
iPhone16,EMEA,2027-W41,350
iPhone16,EMEA,2027-W42,350
iPhone16,EMEA,2027-W43,350
iPhone16,EMEA,2027-W44,350
iPhone16,EMEA,2027-W45,350
iPhone16,EMEA,2027-W46,350
iPhone16,EMEA,2027-W47,455
iPhone16,EMEA,2027-W48,455
iPhone16,EMEA,2027-W49,455
iPhone16,EMEA,2027-W50,455
iPhone16,EMEA,2027-W51,455
iPhone16,EMEA,2027-W52,455
iPhone16,APAC,2027-W01,720
iPhone16,APAC,2027-W02,720
iPhone16,APAC,2027-W03,720
iPhone16,APAC,2027-W04,720
iPhone16,APAC,2027-W05,720
iPhone16,APAC,2027-W06,720
iPhone16,APAC,2027-W07,720
iPhone16,APAC,2027-W08,720
iPhone16,APAC,2027-W09,400
iPhone16,APAC,2027-W10,400
iPhone16,APAC,2027-W11,400
iPhone16,APAC,2027-W12,400
iPhone16,APAC,2027-W13,400
iPhone16,APAC,2027-W14,400
iPhone16,APAC,2027-W15,400
iPhone16,APAC,2027-W16,400
iPhone16,APAC,2027-W17,400
iPhone16,APAC,2027-W18,400
iPhone16,APAC,2027-W19,400
iPhone16,APAC,2027-W20,400
iPhone16,APAC,2027-W21,400
iPhone16,APAC,2027-W22,400
iPhone16,APAC,2027-W23,400
iPhone16,APAC,2027-W24,400
iPhone16,APAC,2027-W25,400
iPhone16,APAC,2027-W26,400
iPhone16,APAC,2027-W27,400
iPhone16,APAC,2027-W28,400
iPhone16,APAC,2027-W29,400
iPhone16,APAC,2027-W30,400
iPhone16,APAC,2027-W31,400
iPhone16,APAC,2027-W32,400
iPhone16,APAC,2027-W33,400
iPhone16,APAC,2027-W34,400
iPhone16,APAC,2027-W35,400
iPhone16,APAC,2027-W36,400
iPhone16,APAC,2027-W37,400
iPhone16,APAC,2027-W38,400
iPhone16,APAC,2027-W39,400
iPhone16,APAC,2027-W40,400
iPhone16,APAC,2027-W41,400
iPhone16,APAC,2027-W42,400
iPhone16,APAC,2027-W43,400
iPhone16,APAC,2027-W44,400
iPhone16,APAC,2027-W45,400
iPhone16,APAC,2027-W46,400
iPhone16,APAC,2027-W47,520
iPhone16,APAC,2027-W48,520
iPhone16,APAC,2027-W49,520
iPhone16,APAC,2027-W50,520
iPhone16,APAC,2027-W51,520
iPhone16,APAC,2027-W52,520
iPhone15,AMER,2027-W01,540
iPhone15,AMER,2027-W02,540
iPhone15,AMER,2027-W03,540
iPhone15,AMER,2027-W04,540
iPhone15,AMER,2027-W05,540
iPhone15,AMER,2027-W06,540
iPhone15,AMER,2027-W07,540
iPhone15,AMER,2027-W08,540
iPhone15,AMER,2027-W09,300
iPhone15,AMER,2027-W10,300
iPhone15,AMER,2027-W11,300
iPhone15,AMER,2027-W12,300
iPhone15,AMER,2027-W13,300
iPhone15,AMER,2027-W14,300
iPhone15,AMER,2027-W15,300
iPhone15,AMER,2027-W16,300
iPhone15,AMER,2027-W17,300
