sku_id,node_name,week,max_supply,source
EVmaker_Local,Factory_Local_TH,2026-W02,2900,Rayong工場 タイ全生産能力
EVmaker_Local,Battery_CN,2026-W02,3000,電池供給 タイ向け割当
EVmaker_Local,DC_EV_Local,2026-W02,2900,国内DC スループット
EVmaker_Import,Factory_Import_CN,2026-W02,150,上海工場 タイ向け割当枠（限定）
EVmaker_Import,Components_CN,2026-W02,500,部品調達 事実上無制限
EVmaker_Import,DC_EV_Import,2026-W02,150,輸入DC スループット
EVmaker_Local,Factory_Local_TH,2026-W03,2900,Rayong工場 タイ全生産能力
EVmaker_Local,Battery_CN,2026-W03,3000,電池供給 タイ向け割当
EVmaker_Local,DC_EV_Local,2026-W03,2900,国内DC スループット
EVmaker_Import,Factory_Import_CN,2026-W03,150,上海工場 タイ向け割当枠（限定）
EVmaker_Import,Components_CN,2026-W03,500,部品調達 事実上無制限
EVmaker_Import,DC_EV_Import,2026-W03,150,輸入DC スループット
EVmaker_Local,Factory_Local_TH,2026-W04,2900,Rayong工場 タイ全生産能力
EVmaker_Local,Battery_CN,2026-W04,3000,電池供給 タイ向け割当
EVmaker_Local,DC_EV_Local,2026-W04,2900,国内DC スループット
EVmaker_Import,Factory_Import_CN,2026-W04,150,上海工場 タイ向け割当枠（限定）
EVmaker_Import,Components_CN,2026-W04,500,部品調達 事実上無制限
EVmaker_Import,DC_EV_Import,2026-W04,150,輸入DC スループット
EVmaker_Local,Factory_Local_TH,2026-W05,2900,Rayong工場 タイ全生産能力
EVmaker_Local,Battery_CN,2026-W05,3000,電池供給 タイ向け割当
EVmaker_Local,DC_EV_Local,2026-W05,2900,国内DC スループット
EVmaker_Import,Factory_Import_CN,2026-W05,150,上海工場 タイ向け割当枠（限定）
EVmaker_Import,Components_CN,2026-W05,500,部品調達 事実上無制限
EVmaker_Import,DC_EV_Import,2026-W05,150,輸入DC スループット
EVmaker_Local,Factory_Local_TH,2026-W06,2900,Rayong工場 タイ全生産能力
EVmaker_Local,Battery_CN,2026-W06,3000,電池供給 タイ向け割当
EVmaker_Local,DC_EV_Local,2026-W06,2900,国内DC スループット
EVmaker_Import,Factory_Import_CN,2026-W06,150,上海工場 タイ向け割当枠（限定）
EVmaker_Import,Components_CN,2026-W06,500,部品調達 事実上無制限
EVmaker_Import,DC_EV_Import,2026-W06,150,輸入DC スループット
